travel_date,month,month_name,year,origin,destination,airline,booking_window,seasonal_mult,base_price,final_price
2024-11-03,11,November,2024,Los Angeles (LAX),Tokyo (NRT),ANA,102,1.25,795,968.52
2023-05-06,5,May,2023,San Francisco (SFO),Tokyo (NRT),United Airlines,9,1.4,765,1077.59
2023-12-03,12,December,2023,San Francisco (SFO),Osaka (KIX),Japan Airlines,61,1.0,941,955.95
2023-08-27,8,August,2023,Chicago (ORD),Osaka (KIX),United Airlines,150,0.95,1165,1003.99
2024-09-08,9,September,2024,New York (JFK),Tokyo (HND),United Airlines,61,1.05,1153,1026.14
2024-07-28,7,July,2024,Seattle (SEA),Tokyo (NRT),Japan Airlines,78,0.92,918,874.21
2024-08-10,8,August,2024,Seattle (SEA),Osaka (KIX),Japan Airlines,172,0.95,965,750.86
2023-11-22,11,November,2023,Chicago (ORD),Osaka (KIX),Delta Airlines,88,1.25,1224,1603.92
2024-05-20,5,May,2024,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,134,1.4,870,1056.0
2023-05-03,5,May,2023,New York (JFK),Tokyo (HND),Delta Airlines,38,1.4,1176,1780.92
2023-12-01,12,December,2023,Chicago (ORD),Tokyo (NRT),American Airlines,158,1.0,1106,1023.49
2023-01-22,1,January,2023,Chicago (ORD),Tokyo (NRT),American Airlines,79,0.82,1106,829.9
2023-01-05,1,January,2023,New York (JFK),Osaka (KIX),American Airlines,125,0.82,1247,879.93
2023-02-07,2,February,2023,San Francisco (SFO),Tokyo (NRT),Delta Airlines,143,0.85,859,751.21
2024-10-22,10,October,2024,Seattle (SEA),Tokyo (NRT),United Airlines,11,1.3,800,1310.63
2024-03-01,3,March,2024,New York (JFK),Tokyo (HND),Japan Airlines,84,1.45,1247,1850.15
2024-02-14,2,February,2024,San Francisco (SFO),Tokyo (HND),United Airlines,27,0.85,765,679.64
2024-09-19,9,September,2024,Seattle (SEA),Tokyo (HND),Delta Airlines,19,1.05,847,952.61
2024-05-20,5,May,2024,Chicago (ORD),Tokyo (HND),Delta Airlines,171,1.4,1106,1488.6
2023-04-16,4,April,2023,New York (JFK),Tokyo (HND),American Airlines,14,1.55,1141,1928.45
2023-05-23,5,May,2023,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,33,1.4,870,1178.75
2023-08-20,8,August,2023,San Francisco (SFO),Osaka (KIX),Delta Airlines,50,0.95,906,939.09
2024-07-04,7,July,2024,New York (JFK),Tokyo (NRT),United Airlines,8,0.92,1153,1128.84
2023-04-24,4,April,2023,New York (JFK),Tokyo (HND),Japan Airlines,19,1.55,1247,2103.39
2023-12-04,12,December,2023,San Francisco (SFO),Tokyo (NRT),United Airlines,163,1.0,765,718.71
2023-05-22,5,May,2023,Chicago (ORD),Tokyo (HND),ANA,156,1.4,1118,1247.05
2023-11-23,11,November,2023,Chicago (ORD),Tokyo (NRT),ANA,44,1.25,1153,1712.17
2024-11-15,11,November,2024,Seattle (SEA),Tokyo (HND),Delta Airlines,38,1.25,847,1117.92
2024-08-14,8,August,2024,Seattle (SEA),Osaka (KIX),ANA,129,0.95,894,854.64
2024-05-09,5,May,2024,Chicago (ORD),Tokyo (HND),United Airlines,64,1.4,1082,1478.81
2024-12-29,12,December,2024,New York (JFK),Tokyo (HND),United Airlines,28,1.0,1153,1316.24
2024-11-06,11,November,2024,San Francisco (SFO),Osaka (KIX),ANA,172,1.25,871,1020.86
2023-03-18,3,March,2023,Los Angeles (LAX),Osaka (KIX),Japan Airlines,133,1.45,874,1261.24
2024-11-17,11,November,2024,New York (JFK),Tokyo (NRT),Japan Airlines,62,1.25,1294,1597.47
2024-05-14,5,May,2024,Chicago (ORD),Tokyo (HND),ANA,33,1.4,1118,1562.77
2024-06-24,6,June,2024,San Francisco (SFO),Tokyo (NRT),American Airlines,138,0.88,788,722.22
2024-11-02,11,November,2024,San Francisco (SFO),Tokyo (HND),Delta Airlines,46,1.25,835,1056.46
2023-08-13,8,August,2023,Seattle (SEA),Tokyo (NRT),ANA,100,0.95,847,705.02
2024-06-09,6,June,2024,Chicago (ORD),Tokyo (HND),American Airlines,58,0.88,1082,913.89
2023-10-12,10,October,2023,Chicago (ORD),Tokyo (NRT),Japan Airlines,115,1.3,1235,1458.38
2024-08-14,8,August,2024,Los Angeles (LAX),Osaka (KIX),United Airlines,172,0.95,765,642.23
2023-04-20,4,April,2023,New York (JFK),Tokyo (NRT),Delta Airlines,35,1.55,1200,1954.88
2023-07-11,7,July,2023,Los Angeles (LAX),Tokyo (NRT),Delta Airlines,75,0.92,838,687.82
2024-04-08,4,April,2024,New York (JFK),Tokyo (HND),American Airlines,97,1.55,1141,1559.29
2023-03-28,3,March,2023,San Francisco (SFO),Tokyo (NRT),American Airlines,97,1.45,788,1044.61
2024-02-11,2,February,2024,Chicago (ORD),Tokyo (NRT),ANA,135,0.85,1153,765.99
2023-02-24,2,February,2023,Chicago (ORD),Osaka (KIX),United Airlines,119,0.85,1165,931.92
2023-02-20,2,February,2023,San Francisco (SFO),Tokyo (HND),Japan Airlines,173,0.85,847,698.27
2023-07-18,7,July,2023,Chicago (ORD),Osaka (KIX),Delta Airlines,82,0.92,1224,1152.28
2024-08-31,8,August,2024,Los Angeles (LAX),Tokyo (HND),ANA,77,0.95,779,725.96
2024-06-15,6,June,2024,Seattle (SEA),Osaka (KIX),Delta Airlines,117,0.88,918,710.43
2024-10-23,10,October,2024,New York (JFK),Osaka (KIX),Japan Airlines,70,1.3,1376,1926.89
2023-02-24,2,February,2023,New York (JFK),Tokyo (NRT),Japan Airlines,16,0.85,1294,1223.61
2023-03-09,3,March,2023,Seattle (SEA),Tokyo (HND),ANA,143,1.45,824,1194.74
2024-09-27,9,September,2024,New York (JFK),Tokyo (HND),ANA,110,1.05,1200,1140.41
2023-08-14,8,August,2023,Chicago (ORD),Tokyo (HND),Japan Airlines,75,0.95,1188,1218.54
2023-07-28,7,July,2023,Chicago (ORD),Tokyo (NRT),ANA,95,0.92,1153,938.12
2023-10-22,10,October,2023,San Francisco (SFO),Osaka (KIX),American Airlines,7,1.3,835,1180.12
2024-12-18,12,December,2024,New York (JFK),Tokyo (NRT),American Airlines,166,1.0,1165,1026.3
2024-12-05,12,December,2024,Chicago (ORD),Osaka (KIX),United Airlines,68,1.0,1165,1131.22
2023-06-20,6,June,2023,Los Angeles (LAX),Tokyo (HND),Japan Airlines,54,0.88,811,738.32
2023-01-14,1,January,2023,San Francisco (SFO),Tokyo (HND),ANA,177,0.82,800,668.13
2023-01-22,1,January,2023,Chicago (ORD),Tokyo (HND),United Airlines,52,0.82,1082,932.88
2024-11-26,11,November,2024,San Francisco (SFO),Tokyo (NRT),ANA,9,1.25,824,1170.11
2024-08-20,8,August,2024,Seattle (SEA),Tokyo (HND),Delta Airlines,7,0.95,847,934.28
2023-04-23,4,April,2023,Chicago (ORD),Tokyo (NRT),Delta Airlines,18,1.55,1141,1895.29
2023-08-22,8,August,2023,New York (JFK),Osaka (KIX),United Airlines,141,0.95,1235,1068.72
2023-04-07,4,April,2023,Seattle (SEA),Tokyo (NRT),ANA,32,1.55,847,1446.31
2024-04-08,4,April,2024,San Francisco (SFO),Osaka (KIX),United Airlines,132,1.55,812,1041.55
2024-11-10,11,November,2024,San Francisco (SFO),Osaka (KIX),United Airlines,131,1.25,812,891.56
2023-01-14,1,January,2023,San Francisco (SFO),Tokyo (HND),Delta Airlines,97,0.82,835,574.65
2024-06-14,6,June,2024,San Francisco (SFO),Osaka (KIX),United Airlines,176,0.88,812,617.32
2023-10-04,10,October,2023,Seattle (SEA),Tokyo (HND),Japan Airlines,139,1.3,871,1108.27
2023-08-14,8,August,2023,New York (JFK),Tokyo (NRT),Delta Airlines,175,0.95,1200,975.56
2023-02-01,2,February,2023,Los Angeles (LAX),Tokyo (HND),Delta Airlines,69,0.85,882,763.25
2024-01-04,1,January,2024,Seattle (SEA),Osaka (KIX),Delta Airlines,59,0.82,918,772.32
2024-10-16,10,October,2024,New York (JFK),Tokyo (NRT),Delta Airlines,34,1.3,1200,1594.47
2024-04-05,4,April,2024,San Francisco (SFO),Osaka (KIX),American Airlines,141,1.55,835,1271.92
2023-12-06,12,December,2023,Los Angeles (LAX),Tokyo (HND),United Airlines,107,1.0,735,596.8
2023-11-13,11,November,2023,Seattle (SEA),Tokyo (HND),United Airlines,55,1.25,800,1092.06
2024-12-19,12,December,2024,New York (JFK),Osaka (KIX),American Airlines,94,1.0,1247,1200.04
2024-04-10,4,April,2024,Seattle (SEA),Tokyo (NRT),Delta Airlines,152,1.55,871,1324.41
2023-01-09,1,January,2023,San Francisco (SFO),Tokyo (HND),Japan Airlines,134,0.82,847,712.77
2024-06-19,6,June,2024,Los Angeles (LAX),Tokyo (HND),ANA,81,0.88,779,667.07
2023-11-07,11,November,2023,Seattle (SEA),Osaka (KIX),ANA,131,1.25,894,1051.07
2023-01-16,1,January,2023,San Francisco (SFO),Tokyo (NRT),United Airlines,123,0.82,765,583.06
2024-08-30,8,August,2024,New York (JFK),Tokyo (NRT),United Airlines,38,0.95,1153,1288.98
2023-01-06,1,January,2023,New York (JFK),Tokyo (HND),United Airlines,117,0.82,1153,787.83
2023-02-21,2,February,2023,San Francisco (SFO),Osaka (KIX),Japan Airlines,71,0.85,941,792.92
2024-05-29,5,May,2024,Los Angeles (LAX),Tokyo (HND),United Airlines,177,1.4,735,912.29
2024-12-31,12,December,2024,Seattle (SEA),Tokyo (NRT),Japan Airlines,76,1.0,918,887.73
2024-03-18,3,March,2024,Los Angeles (LAX),Osaka (KIX),ANA,156,1.45,808,1207.94
2023-02-02,2,February,2023,New York (JFK),Tokyo (HND),ANA,128,0.85,1200,893.48
2024-03-08,3,March,2024,San Francisco (SFO),Tokyo (NRT),Delta Airlines,109,1.45,859,1227.34
2024-09-03,9,September,2024,New York (JFK),Tokyo (HND),United Airlines,86,1.05,1153,1075.42
2024-11-26,11,November,2024,Los Angeles (LAX),Osaka (KIX),Delta Airlines,89,1.25,847,1012.03
2023-09-14,9,September,2023,Seattle (SEA),Tokyo (NRT),ANA,41,1.05,847,927.08
2023-11-05,11,November,2023,Chicago (ORD),Osaka (KIX),ANA,85,1.25,1235,1382.14
2024-10-05,10,October,2024,New York (JFK),Tokyo (HND),American Airlines,125,1.3,1141,1493.75
2024-03-23,3,March,2024,Seattle (SEA),Tokyo (NRT),Delta Airlines,31,1.45,871,1528.12
2024-12-11,12,December,2024,Los Angeles (LAX),Osaka (KIX),Delta Airlines,87,1.0,847,791.46
2024-04-24,4,April,2024,Seattle (SEA),Osaka (KIX),United Airlines,97,1.55,847,1227.37
2024-02-25,2,February,2024,Chicago (ORD),Tokyo (HND),Delta Airlines,125,0.85,1106,928.07
2024-03-07,3,March,2024,New York (JFK),Osaka (KIX),Japan Airlines,29,1.45,1376,2006.9
2023-09-06,9,September,2023,Los Angeles (LAX),Osaka (KIX),United Airlines,155,1.05,765,682.47
2024-09-27,9,September,2024,Seattle (SEA),Tokyo (HND),ANA,146,1.05,824,678.72
2024-02-07,2,February,2024,Seattle (SEA),Tokyo (HND),Japan Airlines,39,0.85,871,818.69
2024-04-18,4,April,2024,Chicago (ORD),Osaka (KIX),Japan Airlines,139,1.55,1318,1894.36
2023-02-26,2,February,2023,Chicago (ORD),Tokyo (NRT),Japan Airlines,76,0.85,1235,982.07
2023-04-10,4,April,2023,New York (JFK),Tokyo (HND),American Airlines,81,1.55,1141,1795.83
2023-03-04,3,March,2023,Seattle (SEA),Tokyo (HND),United Airlines,38,1.45,800,1400.75
2023-02-24,2,February,2023,Seattle (SEA),Osaka (KIX),American Airlines,59,0.85,871,719.31
2024-05-22,5,May,2024,Seattle (SEA),Tokyo (NRT),American Airlines,41,1.4,824,1228.22
2023-11-05,11,November,2023,Los Angeles (LAX),Osaka (KIX),ANA,167,1.25,808,1060.25
2024-05-11,5,May,2024,San Francisco (SFO),Osaka (KIX),Japan Airlines,166,1.4,941,1183.68
2023-01-01,1,January,2023,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,46,0.82,870,800.13
2023-04-10,4,April,2023,Seattle (SEA),Tokyo (NRT),American Airlines,70,1.55,824,1256.52
2023-01-26,1,January,2023,Los Angeles (LAX),Tokyo (NRT),Delta Airlines,136,0.82,838,628.73
2023-05-05,5,May,2023,Chicago (ORD),Tokyo (HND),Japan Airlines,83,1.4,1188,1506.31
2023-08-29,8,August,2023,Chicago (ORD),Tokyo (HND),ANA,146,0.95,1118,911.15
2024-11-04,11,November,2024,San Francisco (SFO),Osaka (KIX),Delta Airlines,164,1.25,906,1073.35
2024-10-13,10,October,2024,New York (JFK),Tokyo (HND),ANA,12,1.3,1200,1526.04
2023-06-24,6,June,2023,Los Angeles (LAX),Tokyo (NRT),ANA,137,0.88,795,562.72
2024-05-06,5,May,2024,Seattle (SEA),Tokyo (NRT),Delta Airlines,81,1.4,871,1184.56
2024-08-25,8,August,2024,San Francisco (SFO),Osaka (KIX),Japan Airlines,133,0.95,941,765.12
2024-02-05,2,February,2024,San Francisco (SFO),Osaka (KIX),United Airlines,105,0.85,812,564.13
2024-03-11,3,March,2024,New York (JFK),Tokyo (HND),Delta Airlines,44,1.45,1176,2166.93
2023-05-04,5,May,2023,New York (JFK),Tokyo (HND),Delta Airlines,151,1.4,1176,1472.65
2023-11-07,11,November,2023,Chicago (ORD),Tokyo (NRT),American Airlines,15,1.25,1106,1549.99
2023-12-30,12,December,2023,Seattle (SEA),Tokyo (HND),Japan Airlines,42,1.0,871,1070.06
2023-10-11,10,October,2023,Chicago (ORD),Osaka (KIX),Delta Airlines,9,1.3,1224,1493.95
2024-05-30,5,May,2024,Los Angeles (LAX),Tokyo (HND),American Airlines,60,1.4,759,1165.5
2024-02-04,2,February,2024,San Francisco (SFO),Osaka (KIX),American Airlines,138,0.85,835,566.3
2023-12-27,12,December,2023,New York (JFK),Tokyo (NRT),ANA,174,1.0,1235,1149.83
2023-05-24,5,May,2023,Seattle (SEA),Tokyo (HND),Delta Airlines,78,1.4,847,1276.8
2024-10-22,10,October,2024,San Francisco (SFO),Tokyo (HND),Japan Airlines,130,1.3,847,970.17
2024-11-05,11,November,2024,Chicago (ORD),Tokyo (HND),American Airlines,53,1.25,1082,1333.87
2024-11-05,11,November,2024,Seattle (SEA),Osaka (KIX),American Airlines,141,1.25,871,970.2
2024-08-25,8,August,2024,San Francisco (SFO),Tokyo (NRT),United Airlines,155,0.95,765,729.13
2024-02-18,2,February,2024,San Francisco (SFO),Osaka (KIX),American Airlines,24,0.85,835,763.38
2023-08-26,8,August,2023,New York (JFK),Tokyo (NRT),ANA,31,0.95,1235,1316.4
2023-11-28,11,November,2023,New York (JFK),Tokyo (HND),Delta Airlines,66,1.25,1176,1503.85
2024-01-29,1,January,2024,Los Angeles (LAX),Tokyo (NRT),ANA,114,0.82,795,611.35
2023-09-14,9,September,2023,New York (JFK),Tokyo (NRT),American Airlines,36,1.05,1165,1358.09
2024-03-28,3,March,2024,New York (JFK),Osaka (KIX),Japan Airlines,102,1.45,1376,1767.69
2023-06-28,6,June,2023,Seattle (SEA),Osaka (KIX),Japan Airlines,89,0.88,965,839.25
2024-01-22,1,January,2024,New York (JFK),Osaka (KIX),Delta Airlines,41,0.82,1282,1176.29
2023-07-20,7,July,2023,Seattle (SEA),Osaka (KIX),ANA,71,0.92,894,815.76
2023-08-19,8,August,2023,Chicago (ORD),Tokyo (HND),United Airlines,58,0.95,1082,1067.57
2023-07-16,7,July,2023,Los Angeles (LAX),Tokyo (HND),American Airlines,29,0.92,759,707.9
2023-07-28,7,July,2023,Seattle (SEA),Tokyo (NRT),Japan Airlines,15,0.92,918,812.95
2024-02-22,2,February,2024,Los Angeles (LAX),Tokyo (NRT),United Airlines,152,0.85,735,599.11
2023-07-09,7,July,2023,Seattle (SEA),Tokyo (NRT),United Airlines,171,0.92,800,702.43
2023-08-01,8,August,2023,Seattle (SEA),Tokyo (HND),ANA,153,0.95,824,762.51
2024-01-01,1,January,2024,Chicago (ORD),Osaka (KIX),United Airlines,165,0.82,1165,812.63
2024-03-25,3,March,2024,Seattle (SEA),Tokyo (NRT),Japan Airlines,116,1.45,918,1350.85
2023-03-22,3,March,2023,Chicago (ORD),Tokyo (NRT),American Airlines,39,1.45,1106,1802.98
2023-05-01,5,May,2023,Seattle (SEA),Tokyo (HND),Japan Airlines,134,1.4,871,1013.45
2024-07-07,7,July,2024,Los Angeles (LAX),Tokyo (NRT),American Airlines,91,0.92,759,652.04
2023-09-15,9,September,2023,New York (JFK),Tokyo (NRT),United Airlines,106,1.05,1153,1098.78
2023-10-22,10,October,2023,San Francisco (SFO),Tokyo (NRT),ANA,26,1.3,824,1251.04
2024-06-14,6,June,2024,Seattle (SEA),Osaka (KIX),ANA,163,0.88,894,728.16
2024-09-25,9,September,2024,Seattle (SEA),Tokyo (HND),Delta Airlines,21,1.05,847,1065.74
2024-08-19,8,August,2024,Seattle (SEA),Osaka (KIX),Japan Airlines,127,0.95,965,813.63
2023-02-03,2,February,2023,San Francisco (SFO),Osaka (KIX),Japan Airlines,93,0.85,941,756.16
2023-12-09,12,December,2023,Chicago (ORD),Tokyo (HND),ANA,22,1.0,1118,1213.01
2023-12-04,12,December,2023,Los Angeles (LAX),Tokyo (NRT),American Airlines,176,1.0,759,619.21
2023-03-16,3,March,2023,New York (JFK),Tokyo (NRT),Delta Airlines,151,1.45,1200,1525.04
2023-12-21,12,December,2023,Seattle (SEA),Osaka (KIX),Japan Airlines,25,1.0,965,1022.33
2023-03-24,3,March,2023,Chicago (ORD),Osaka (KIX),American Airlines,148,1.45,1188,1448.36
2023-02-12,2,February,2023,Chicago (ORD),Tokyo (NRT),United Airlines,33,0.85,1082,1099.77
2023-08-19,8,August,2023,New York (JFK),Tokyo (HND),American Airlines,173,0.95,1141,996.72
2023-11-07,11,November,2023,San Francisco (SFO),Tokyo (HND),Delta Airlines,65,1.25,835,1126.29
2023-07-20,7,July,2023,New York (JFK),Tokyo (NRT),Japan Airlines,143,0.92,1294,1173.26
2024-07-19,7,July,2024,Seattle (SEA),Tokyo (HND),Japan Airlines,130,0.92,871,729.88
2024-12-13,12,December,2024,New York (JFK),Tokyo (HND),Delta Airlines,39,1.0,1176,1260.65
2024-07-16,7,July,2024,Chicago (ORD),Osaka (KIX),Delta Airlines,42,0.92,1224,1285.87
2024-09-22,9,September,2024,New York (JFK),Tokyo (HND),Japan Airlines,101,1.05,1247,1164.6
2024-03-23,3,March,2024,San Francisco (SFO),Tokyo (NRT),United Airlines,21,1.45,765,1111.87
2024-08-25,8,August,2024,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,9,0.95,870,858.16
2024-08-04,8,August,2024,Los Angeles (LAX),Tokyo (HND),American Airlines,18,0.95,759,752.33
2023-02-28,2,February,2023,New York (JFK),Osaka (KIX),ANA,26,0.85,1318,1051.53
2023-07-04,7,July,2023,New York (JFK),Tokyo (NRT),Delta Airlines,79,0.92,1200,1056.68
2024-09-08,9,September,2024,New York (JFK),Tokyo (HND),United Airlines,174,1.05,1153,1090.67
2024-09-12,9,September,2024,Los Angeles (LAX),Tokyo (HND),ANA,108,1.05,779,700.16
2024-11-03,11,November,2024,Chicago (ORD),Osaka (KIX),Japan Airlines,26,1.25,1318,1646.92
2023-07-30,7,July,2023,New York (JFK),Tokyo (HND),American Airlines,133,0.92,1141,990.54
2024-12-31,12,December,2024,San Francisco (SFO),Tokyo (NRT),Delta Airlines,84,1.0,859,812.69
2024-10-31,10,October,2024,San Francisco (SFO),Osaka (KIX),United Airlines,69,1.3,812,1196.1
2024-12-15,12,December,2024,Seattle (SEA),Tokyo (HND),United Airlines,145,1.0,800,773.37
2023-12-21,12,December,2023,Seattle (SEA),Tokyo (NRT),Japan Airlines,112,1.0,918,747.56
2023-03-22,3,March,2023,Seattle (SEA),Tokyo (HND),United Airlines,59,1.45,800,1079.11
2023-11-09,11,November,2023,Los Angeles (LAX),Osaka (KIX),ANA,148,1.25,808,1031.26
2023-05-26,5,May,2023,Los Angeles (LAX),Tokyo (NRT),United Airlines,16,1.4,735,1188.55
2024-10-27,10,October,2024,Los Angeles (LAX),Osaka (KIX),Delta Airlines,123,1.3,847,1044.91
2023-02-04,2,February,2023,New York (JFK),Tokyo (NRT),Delta Airlines,76,0.85,1200,911.7
2023-11-04,11,November,2023,San Francisco (SFO),Osaka (KIX),Delta Airlines,28,1.25,906,1072.41
2024-01-29,1,January,2024,New York (JFK),Tokyo (HND),American Airlines,133,0.82,1141,845.63
2024-03-30,3,March,2024,New York (JFK),Tokyo (HND),Delta Airlines,18,1.45,1176,1922.16
2023-07-08,7,July,2023,Los Angeles (LAX),Tokyo (NRT),Delta Airlines,175,0.92,838,751.1
2024-11-07,11,November,2024,Chicago (ORD),Osaka (KIX),Japan Airlines,85,1.25,1318,1627.73
2023-01-27,1,January,2023,New York (JFK),Osaka (KIX),United Airlines,162,0.82,1235,1026.6
2023-08-10,8,August,2023,San Francisco (SFO),Tokyo (HND),American Airlines,14,0.95,765,750.83
2024-03-20,3,March,2024,San Francisco (SFO),Osaka (KIX),American Airlines,116,1.45,835,1195.85
2024-02-02,2,February,2024,New York (JFK),Tokyo (NRT),American Airlines,180,0.85,1165,861.03
2024-03-10,3,March,2024,San Francisco (SFO),Osaka (KIX),Delta Airlines,153,1.45,906,1208.0
2023-06-16,6,June,2023,Seattle (SEA),Osaka (KIX),United Airlines,104,0.88,847,674.15
2023-05-16,5,May,2023,Chicago (ORD),Osaka (KIX),ANA,10,1.4,1235,2000.77
2023-03-29,3,March,2023,San Francisco (SFO),Osaka (KIX),United Airlines,70,1.45,812,1190.06
2024-08-07,8,August,2024,Seattle (SEA),Tokyo (HND),United Airlines,108,0.95,800,675.33
2024-01-06,1,January,2024,New York (JFK),Osaka (KIX),United Airlines,75,0.82,1235,933.02
2023-01-13,1,January,2023,San Francisco (SFO),Osaka (KIX),American Airlines,38,0.82,835,682.03
2023-09-28,9,September,2023,San Francisco (SFO),Osaka (KIX),United Airlines,52,1.05,812,830.06
2024-03-26,3,March,2024,Chicago (ORD),Tokyo (HND),Japan Airlines,9,1.45,1188,1752.92
2024-05-06,5,May,2024,Chicago (ORD),Tokyo (NRT),United Airlines,170,1.4,1082,1331.05
2023-03-01,3,March,2023,Seattle (SEA),Tokyo (NRT),Delta Airlines,155,1.45,871,1297.0
2024-07-18,7,July,2024,New York (JFK),Tokyo (HND),American Airlines,87,0.92,1141,954.61
2023-09-22,9,September,2023,New York (JFK),Tokyo (HND),ANA,77,1.05,1200,1358.2
2023-08-21,8,August,2023,San Francisco (SFO),Tokyo (HND),ANA,168,0.95,800,646.8
2024-11-02,11,November,2024,Los Angeles (LAX),Tokyo (NRT),American Airlines,19,1.25,759,1122.3
2023-07-08,7,July,2023,Los Angeles (LAX),Tokyo (NRT),Japan Airlines,136,0.92,870,763.28
2023-02-12,2,February,2023,Chicago (ORD),Osaka (KIX),United Airlines,148,0.85,1165,880.51
2023-09-21,9,September,2023,Los Angeles (LAX),Tokyo (NRT),United Airlines,11,1.05,735,821.88
2024-09-06,9,September,2024,San Francisco (SFO),Osaka (KIX),Japan Airlines,67,1.05,941,943.93
2024-06-03,6,June,2024,San Francisco (SFO),Tokyo (NRT),Japan Airlines,120,0.88,894,709.41
2023-08-31,8,August,2023,New York (JFK),Osaka (KIX),Japan Airlines,59,0.95,1376,1375.05
2024-11-28,11,November,2024,San Francisco (SFO),Osaka (KIX),United Airlines,113,1.25,812,829.79
2023-10-17,10,October,2023,New York (JFK),Osaka (KIX),Delta Airlines,43,1.3,1282,1729.18
2024-01-04,1,January,2024,New York (JFK),Tokyo (HND),American Airlines,92,0.82,1141,868.53
2024-04-26,4,April,2024,Chicago (ORD),Osaka (KIX),United Airlines,82,1.55,1165,1627.9
2024-01-13,1,January,2024,Seattle (SEA),Tokyo (NRT),ANA,18,0.82,847,852.38
2023-01-27,1,January,2023,San Francisco (SFO),Tokyo (NRT),American Airlines,34,0.82,788,685.54
2024-06-07,6,June,2024,Seattle (SEA),Tokyo (NRT),United Airlines,137,0.88,800,564.72
2023-08-09,8,August,2023,Seattle (SEA),Osaka (KIX),United Airlines,103,0.95,847,676.13
2024-01-26,1,January,2024,Seattle (SEA),Tokyo (NRT),ANA,173,0.82,847,598.68
2024-08-01,8,August,2024,New York (JFK),Tokyo (NRT),ANA,135,0.95,1235,1213.53
2024-03-04,3,March,2024,Seattle (SEA),Osaka (KIX),American Airlines,144,1.45,871,1287.98
2024-09-13,9,September,2024,New York (JFK),Osaka (KIX),Japan Airlines,127,1.05,1376,1239.97
2023-11-21,11,November,2023,Seattle (SEA),Osaka (KIX),Delta Airlines,75,1.25,918,1079.85
2023-09-07,9,September,2023,Los Angeles (LAX),Osaka (KIX),United Airlines,91,1.05,765,749.25
2024-04-11,4,April,2024,Los Angeles (LAX),Tokyo (HND),ANA,87,1.55,779,1104.24
2024-03-31,3,March,2024,New York (JFK),Osaka (KIX),ANA,111,1.45,1318,1860.27
2024-07-27,7,July,2024,San Francisco (SFO),Tokyo (NRT),United Airlines,136,0.92,765,696.69
2024-09-11,9,September,2024,New York (JFK),Tokyo (HND),Delta Airlines,65,1.05,1176,1358.79
2024-08-06,8,August,2024,Chicago (ORD),Tokyo (HND),ANA,39,0.95,1118,1217.04
2024-11-21,11,November,2024,Seattle (SEA),Tokyo (NRT),Delta Airlines,156,1.25,871,1100.33
2023-10-21,10,October,2023,Los Angeles (LAX),Osaka (KIX),United Airlines,94,1.3,765,918.0
2024-02-23,2,February,2024,San Francisco (SFO),Tokyo (NRT),Japan Airlines,114,0.85,894,762.43
